Model,Month,a,b,c,Precision
P2418Dc,2019/9/1,0,0,1,0.00247585
P2418HTt,2018/5/1,0,0,1,0.0067959
P2418HTt,2018/6/1,0.47,0,0.53,0.00806508
P2418HTt,2018/7/1,0,0.74,0.26,0.00446364
P2418HTt,2018/8/1,0.53,0.47,2.98023e-08,0.00587827
P2418HTt,2018/9/1,0,0,1,0.00518845
P2418HTt,2018/10/1,0.21,0.78,0.0100001,0.00430492
P2418HTt,2018/11/1,0,0.46,0.54,0.00493538
P2418HTt,2018/12/1,0,0.29,0.71,0.00531215
P2418HTt,2019/1/1,0.19,0.8,0.00999999,0.00676044
P2418HTt,2019/2/1,0.19,0.19,0.62,0.00485959
P2418HTt,2019/3/1,0.14,0.02,0.84,0.00252661
P2418HTt,2019/4/1,0.34,0,0.66,0.00352234
P2418HTt,2019/5/1,0,0.99,0.00999999,0.00319214
P2418HTt,2019/6/1,0.92,0,0.08,0.00286536
P2418HTt,2019/7/1,0.21,0,0.79,0.00221559
P2418HTt,2019/8/1,0.42,0.11,0.47,0.00314992
P2418HTt,2019/9/1,0,0.25,0.75,0.00292499
P2418HZc,2018/5/1,0,0.99,0.00999999,0.00295343
P2418HZc,2018/6/1,0.99,0,0.00999999,0.00495098
P2418HZc,2018/7/1,0,0,1,0.00833333
P2418HZc,2018/8/1,0,0.99,0.00999999,0.00786274
P2418HZc,2018/9/1,0.99,0,0.00999999,0.00786274
P2418HZc,2018/10/1,0,0,1,0.00980392
P2418HZc,2018/11/1,0,0.58,0.42,0.00784313
P2418HZc,2018/12/1,0.98,0,0.02,0.00980392
P2418HZc,2019/1/1,0.09,0.34,0.57,0.00980392
P2418HZc,2019/2/1,0.22,0.22,0.56,0.00888591
P2418HZc,2019/3/1,0,0,1,0.0103486
P2418HZc,2019/4/1,0,0.99,0.00999999,0.0102176
P2418HZc,2019/5/1,0,0,1,0.00653595
P2418HZc,2019/6/1,0.99,0,0.00999999,0.000107314
P2418HZc,2019/7/1,0.96,0.04,2.23517e-08,0.00941178
P2418HZc,2019/8/1,0.99,0,0.00999999,0.00613949
P2418HZc,2019/9/1,0.99,0,0.00999999,0.00616422
P2419Hb,2018/5/1,0,0,1,0
P2419Hb,2018/6/1,0,0,1,0
P2419Hb,2018/7/1,0,0,1,0
P2419Hb,2018/8/1,0,0,1,0.00824915
P2419Hb,2018/9/1,0,0,1,0.00613588
P2419Hb,2018/10/1,0.14,0,0.86,0.00350284
P2419Hb,2018/11/1,0.36,0.01,0.63,0.0032577
P2419Hb,2018/12/1,0,0.6,0.4,0.00301518
P2419Hb,2019/1/1,0.15,0.73,0.12,0.00494599
P2419Hb,2019/2/1,0.74,0,0.26,0.00526892
P2419Hb,2019/3/1,0,0,1,0.0021721
P2419Hb,2019/4/1,0,0.61,0.39,0.00229372
P2419Hb,2019/5/1,0.07,0.33,0.6,0.00243779
P2419Hb,2019/6/1,0.14,0,0.86,0.00154101
P2419Hb,2019/7/1,0,0,1,0.00112804
P2419Hb,2019/8/1,0.08,0.46,0.46,0.0010022
P2419Hb,2019/9/1,0.21,0.19,0.6,0.00185339
P2419HCb,2018/5/1,0,0,1,0
P2419HCb,2018/6/1,0,0,1,0
P2419HCb,2018/7/1,0,0,1,0
P2419HCb,2018/8/1,0,0,1,0
P2419HCb,2018/9/1,0,0,1,0
P2419HCb,2018/10/1,0,0,1,0.0104984
P2419HCb,2018/11/1,0,0,1,0
P2419HCb,2018/12/1,0.7,0.3,0,6.00729e-20
P2419HCb,2019/1/1,0,0,1,0
P2419HCb,2019/2/1,0,0,1,0
P2419HCb,2019/3/1,0,0,1,0
P2419HCb,2019/4/1,0.09,0.09,0.82,0.00758826
P2419HCb,2019/5/1,0.48,0.24,0.28,0.00599849
P2419HCb,2019/6/1,0,0,1,0.00367647
P2419HCb,2019/7/1,0,0.99,0.00999999,0.00248775
P2419HCb,2019/8/1,0,0.33,0.67,0.00163807
P2419HCb,2019/9/1,0.99,0,0.00999999,0.00287173
P2715Qt,2018/5/1,0,0.57,0.43,0.00652793
P2715Qt,2018/6/1,0.32,0.18,0.5,0.00425304
P2715Qt,2018/7/1,0.06,0.57,0.37,0.00529092
P2715Qt,2018/8/1,0,0.73,0.27,0.00375981
P2715Qt,2018/9/1,0.56,0.43,0.00999999,0.00390265
P2715Qt,2018/10/1,0.65,0,0.35,0.00441993
P2715Qt,2018/11/1,0.47,0.06,0.47,0.00560136
P2715Qt,2018/12/1,0.99,0,0.00999999,0.00630989
P2715Qt,2019/1/1,0.68,0.31,0.00999999,0.00647979
P2715Qt,2019/2/1,0.99,0,0.00999999,0.00491959
P2715Qt,2019/3/1,0.3,0,0.7,0.00438307
P2715Qt,2019/4/1,0.05,0.59,0.36,0.00239449
P2715Qt,2019/5/1,0,0.99,0.00999999,0.00552289
P2715Qt,2019/6/1,0.8,0.19,0.00999999,0.00261652
P2715Qt,2019/7/1,0.12,0.87,0.00999999,0.00315563
P2715Qt,2019/8/1,0.59,0,0.41,0.00312983
P2715Qt,2019/9/1,0.2,0,0.8,0.00403769
P2717Ht,2018/5/1,0,0.94,0.06,0.0058954
P2717Ht,2018/6/1,0.4,0,0.6,0.00618235
P2717Ht,2018/7/1,0.08,0.31,0.61,0.00550834
P2717Ht,2018/8/1,0.38,0.08,0.54,0.00373827
P2717Ht,2018/9/1,0.08,0.71,0.21,0.00395158
P2717Ht,2018/10/1,0.72,0,0.28,0.00530384
P2717Ht,2018/11/1,0.25,0.57,0.18,0.00377816
P2717Ht,2018/12/1,0.33,0.66,0.00999993,0.00560054
P2717Ht,2019/1/1,0.25,0.7,0.05,0.00736292
P2717Ht,2019/2/1,0.78,0.22,2.98023e-08,0.00919786
P2717Ht,2019/3/1,0,0,1,0.0033052
P2717Ht,2019/4/1,0.07,0.53,0.4,0.00275109
P2717Ht,2019/5/1,0.42,0,0.58,0.00279684
P2717Ht,2019/6/1,0,0.57,0.43,0.00294079
P2717Ht,2019/7/1,0.62,0.25,0.13,0.0033602
P2717Ht,2019/8/1,0.42,0,0.58,0.0031695
P2717Ht,2019/9/1,0.4,0.6,0,0.00288577
P2719HCt,2018/5/1,0,0,1,0
P2719HCt,2018/6/1,0,0,1,0
P2719HCt,2018/7/1,0,0,1,0
P2719HCt,2018/8/1,0,0,1,0
P2719HCt,2018/9/1,0,0,1,0
P2719HCt,2018/10/1,0,0,1,0
P2719HCt,2018/11/1,0,0,1,0
P2719HCt,2018/12/1,0,0,1,0
P2719HCt,2019/1/1,0,0,1,0
P2719HCt,2019/2/1,0.64,0.11,0.25,0.00808462
P2719HCt,2019/3/1,0.48,0.24,0.28,0.00582272
P2719HCt,2019/4/1,0.18,0,0.82,0.00322073
P2719HCt,2019/5/1,0,0.99,0.00999999,0.00245098
P2719HCt,2019/6/1,0,0.25,0.75,0.00122549
P2719HCt,2019/7/1,0.24,0.75,0.00999999,0.00184874
P2719HCt,2019/8/1,0,0.2,0.8,0.00511204
P2719HCt,2019/9/1,0,0,1,0.00275735
P2719Ht,2018/5/1,0,0,1,0
P2719Ht,2018/6/1,0,0,1,0
P2719Ht,2018/7/1,0,0,1,0
P2719Ht,2018/8/1,0.64,0.11,0.25,0.011033
P2719Ht,2018/9/1,0.99,0,0.00999999,0.00927581
P2719Ht,2018/10/1,0.02,0.82,0.16,0.00542587
P2719Ht,2018/11/1,0.87,0,0.13,0.00491296
P2719Ht,2018/12/1,0,0,1,0.00635026
P2719Ht,2019/1/1,0.31,0,0.69,0.00564185
P2719Ht,2019/2/1,0,0.99,0.00999999,0.00577526
P2719Ht,2019/3/1,0.05,0,0.95,0.00264721
P2719Ht,2019/4/1,0.07,0.32,0.61,0.00293651
P2719Ht,2019/5/1,0,0.32,0.68,0.00216573
P2719Ht,2019/6/1,0.09,0.34,0.57,0.0020806
P2719Ht,2019/7/1,0.04,0.18,0.78,0.00182373
P2719Ht,2019/8/1,0,0.05,0.95,0.00188108
P2719Ht,2019/9/1,0,0.67,0.33,0.00230047
P3418HWf,2018/5/1,0,0,1,0
P3418HWf,2018/6/1,0,0,1,0
P3418HWf,2018/7/1,0,0,1,0
P3418HWf,2018/8/1,0,0,1,0
P3418HWf,2018/9/1,0,0,1,0
P3418HWf,2018/10/1,0.99,0,0.00999999,0.0111175
P3418HWf,2018/11/1,0,0,1,0.0109641
P3418HWf,2018/12/1,0,0,1,0.00857843
P3418HWf,2019/1/1,0.64,0,0.36,0.00788566
P3418HWf,2019/2/1,0,0,1,0.00857843
P3418HWf,2019/3/1,0,0.35,0.65,0.00894051
P3418HWf,2019/4/1,0.21,0.78,0.0100001,0.00484217
P3418HWf,2019/5/1,0.99,0,0.00999999,0.0140931
P3418HWf,2019/6/1,0.99,0,0.00999999,0.0073652
P3418HWf,2019/7/1,0.33,0.66,0.00999993,0.00662582
P3418HWf,2019/8/1,0.99,0,0.00999999,0.00453023
P3418HWf,2019/9/1,0,0.5,0.5,0.00898693
P4317Qc,2018/5/1,0,0.45,0.55,0.00520301
P4317Qc,2018/6/1,0.63,0,0.37,0.00593791
P4317Qc,2018/7/1,0,0,1,0.00802139
P4317Qc,2018/8/1,0.25,0,0.75,0.00796569
P4317Qc,2018/9/1,0,0,1,0.0120321
P4317Qc,2018/10/1,0.59,0.41,2.98023e-08,0.00933824
P4317Qc,2018/11/1,0,0.99,0.00999999,0.0159681
P4317Qc,2018/12/1,0.99,0,0.00999999,0.0134926
P4317Qc,2019/1/1,0.67,0.32,0.00999999,0.0108105
P4317Qc,2019/2/1,0,0,1,0.0110294
P4317Qc,2019/3/1,0,0,1,0.00898694
P4317Qc,2019/4/1,0,0.34,0.66,0.00762801
P4317Qc,2019/5/1,0.16,0.06,0.78,0.00484011
P4317Qc,2019/6/1,0,0.99,0.00999999,0.00379708
P4317Qc,2019/7/1,0.03,0.96,0.0100001,0.00354304
P4317Qc,2019/8/1,0.9,0.1,2.23517e-08,0.00814271
P4317Qc,2019/9/1,0.96,0.03,0.01,0.00553676
S2216Mc,2018/5/1,0,0.99,0.00999999,0.00901144
S2216Mc,2018/6/1,0,0.99,0.00999999,0.00739379
S2216Mc,2018/7/1,0.62,0,0.38,0.0101144
S2216Mc,2018/8/1,0.07,0.53,0.4,0.00651144
S2216Mc,2018/9/1,0,0.09,0.91,0.0122549
S2216Mc,2018/10/1,0,0,1,0.00959967
S2216Mc,2018/11/1,0.3,0.69,0.00999999,0.00859273
S2216Mc,2018/12/1,0,0,1,0.0130719
S2216Mc,2019/1/1,0.99,0,0.00999999,0.00901144
S2216Mc,2019/2/1,0,0.99,0.00999999,0.00985294
S2216Mc,2019/3/1,0,0,1,0.00381264
S2216Mc,2019/4/1,0,0.98,0.02,0.00980392
S2216Mc,2019/5/1,0.1,0.55,0.35,0.00575042
S2216Mc,2019/6/1,0.99,0,0.00999999,0.00612745
S2216Mc,2019/7/1,0.54,0,0.46,0.00586508
S2216Mc,2019/8/1,0,0.99,0.00999999,8.97642e-05
S2216Mc,2019/9/1,0.99,0,0.00999999,7.42612e-05
S2218Hc,2018/5/1,0,0.99,0.00999999,0.00387605
S2218Hc,2018/6/1,0.95,0.05,1.11759e-08,0.00379902
S2218Hc,2018/7/1,0.05,0,0.95,0.00297619
S2218Hc,2018/8/1,0,0.54,0.46,0.00230042
S2218Hc,2018/9/1,0.99,0,0.00999999,0.00385621
S2218Hc,2018/10/1,0.99,0,0.00999999,0.00171814
S2218Hc,2018/11/1,0,0.99,0.00999999,0.00295588
S2218Hc,2018/12/1,0,0,1,0.00326798
S2218Hc,2019/1/1,0,0.99,0.00999999,0.00247059
S2218Hc,2019/2/1,0.99,0,0.00999999,0.00493464
S2218Hc,2019/3/1,0,0,1,0.00408497
S2218Hc,2019/4/1,0,0.99,0.00999999,2.45098e-05
S2218Hc,2019/5/1,0.99,0,0.00999999,4.08497e-05
S2218Hc,2019/6/1,0,0.99,0.00999999,0.00409314
S2218Hc,2019/7/1,0,0,1,0
S2218Hc,2019/8/1,0,0.09,0.91,0.00490196
S2218Hc,2019/9/1,0.99,0,0.00999999,0.00245098
S2218Mc,2018/5/1,0.12,0.36,0.52,0.00509095
S2218Mc,2018/6/1,0,0.99,0.00999999,0.000477941
S2218Mc,2018/7/1,0.59,0.41,2.98023e-08,0.00631523
S2218Mc,2018/8/1,0,0,1,0.00735294
S2218Mc,2018/9/1,0,0.99,0.00999999,0.00984205
S2218Mc,2018/10/1,0.99,0,0.00999999,0.00252451
S2218Mc,2018/11/1,0.99,0,0.00999999,0.0071732
S2218Mc,2018/12/1,0.04,0.14,0.82,0.00732778
S2218Mc,2019/1/1,0,0.99,0.00999999,0.0110376
S2218Mc,2019/2/1,0.99,0,0.00999999,0.00736065
S2218Mc,2019/3/1,0,0.99,0.00999999,0.000111309
S2218Mc,2019/4/1,0,0,1,0.0122549
S2218Mc,2019/5/1,0,0.99,0.00999999,0.00736235
S2218Mc,2019/6/1,0.96,0.04,2.23517e-08,0.00735981
S2218Mc,2019/7/1,0,0.99,0.00999999,0.00980392
S2218Mc,2019/8/1,0,0.99,0.00999999,0.00735294
S2218Mc,2019/9/1,0.99,0,0.00999999,0.00985294
S2240Tb,2018/5/1,0,0.43,0.57,0.00669713
S2240Tb,2018/6/1,0.99,0,0.00999999,0.00987745
S2240Tb,2018/7/1,0,0,1,0.00910364
S2240Tb,2018/8/1,0.06,0.91,0.03,0.00958451
S2240Tb,2018/9/1,0.99,0,0.00999999,0.0114869
S2240Tb,2018/10/1,0,0.75,0.25,0.00883635
S2240Tb,2018/11/1,0.49,0.5,0.00999999,0.00803811
S2240Tb,2018/12/1,0.99,0,0.00999999,0.0112958
S2240Tb,2019/1/1,0,0,1,0.00612745
S2240Tb,2019/2/1,0,0.99,0.00999999,0.00495098
S2240Tb,2019/3/1,0,0,1,0.00490196
S2240Tb,2019/4/1,0.1,0.4,0.5,0.00294118
S2240Tb,2019/5/1,0,0.99,0.00999999,0.0073652
S2240Tb,2019/6/1,0,0,1,0.00473857
S2240Tb,2019/7/1,0,0.99,0.00999999,0.00395588
S2240Tb,2019/8/1,0,0,1,0.00326798
S2240Tb,2019/9/1,0,0,1,0
S2316Hb,2018/5/1,0.5,0.25,0.25,0.00980395
S2316Hb,2018/6/1,0,0,1,0.00898693
S2316Hb,2018/7/1,0.42,0,0.58,0.0104482
S2316Hb,2018/8/1,0,0.42,0.58,0.00844772
S2316Hb,2018/9/1,0.25,0,0.75,0.0114671
S2316Hb,2018/10/1,0,0.25,0.75,0.0104167
S2316Hb,2018/11/1,0,0,1,0.0122549
S2316Hb,2018/12/1,0.99,0,0.00999999,0.0114869
S2316Hb,2019/1/1,0.67,0,0.33,0.00953159
S2316Hb,2019/2/1,0.5,0.25,0.25,0.0108252
S2316Hb,2019/3/1,0,0.18,0.82,0.00505447
S2316Hb,2019/4/1,0,0.99,0.00999999,0.00691994
S2316Hb,2019/5/1,0,0.8,0.2,0.00584967
S2316Hb,2019/6/1,0.38,0.32,0.3,0.00628268
S2316Hb,2019/7/1,0.5,0,0.5,0.00465686
S2316Hb,2019/8/1,0,0.46,0.54,0.00702206
S2316Hb,2019/9/1,0,0,1,0.00563726
S2316Hc,2018/5/1,0.2,0.61,0.19,0.00418182
S2316Hc,2018/6/1,0.13,0.01,0.86,0.00500589
S2316Hc,2018/7/1,0.53,0.47,2.98023e-08,0.00440072
S2316Hc,2018/8/1,0.05,0.48,0.47,0.00465042
S2316Hc,2018/9/1,0.49,0.12,0.39,0.00339781
S2316Hc,2018/10/1,0.01,0.48,0.51,0.00439224
S2316Hc,2018/11/1,0.79,0.12,0.09,0.00538576
S2316Hc,2018/12/1,0.42,0.58,5.96046e-08,0.00606411
S2316Hc,2019/1/1,0,0.5,0.5,0.00824422
S2316Hc,2019/2/1,0.59,0.19,0.22,0.010238
S2316Hc,2019/3/1,0,0.01,0.99,0.00420667
S2316Hc,2019/4/1,0,0.73,0.27,0.00345122
S2316Hc,2019/5/1,0.6,0.39,0.00999999,0.00360448
S2316Hc,2019/6/1,0.36,0,0.64,0.00248214
S2316Hc,2019/7/1,0.78,0.22,2.98023e-08,0.00347644
S2316Hc,2019/8/1,0.18,0.81,0.00999999,0.00598857
S2316Hc,2019/9/1,0.05,0.23,0.72,0.00388072
S2316Mc,2018/5/1,0.16,0.47,0.37,0.00364509
S2316Mc,2018/6/1,0.35,0.44,0.21,0.00397522
S2316Mc,2018/7/1,0.48,0.32,0.2,0.00364262
S2316Mc,2018/8/1,0.01,0.45,0.54,0.00328914
S2316Mc,2018/9/1,0.21,0.15,0.64,0.0028619
S2316Mc,2018/10/1,0.09,0.14,0.77,0.00303582
S2316Mc,2018/11/1,0.14,0.33,0.53,0.00299343
S2316Mc,2018/12/1,0,0.81,0.19,0.00397089
S2316Mc,2019/1/1,0.42,0.58,5.96046e-08,0.00827306
S2316Mc,2019/2/1,0.59,0.17,0.24,0.00850824
S2316Mc,2019/3/1,0,0.02,0.98,0.0028126
S2316Mc,2019/4/1,0,0.99,0.00999999,0.00213057
S2316Mc,2019/5/1,0.91,0,0.09,0.00332907
S2316Mc,2019/6/1,0.4,0.01,0.59,0.00186445
S2316Mc,2019/7/1,0.26,0.27,0.47,0.00187547
S2316Mc,2019/8/1,0.02,0,0.98,0.00187107
S2316Mc,2019/9/1,0.9,0.1,2.23517e-08,0.0031211
S2318Hc,2018/5/1,0,0.14,0.86,0.00412592
S2318Hc,2018/6/1,0.4,0.42,0.18,0.0025378
S2318Hc,2018/7/1,0.32,0.19,0.49,0.00391899
S2318Hc,2018/8/1,0,0.26,0.74,0.00604107
S2318Hc,2018/9/1,0,0.37,0.63,0.00666437
S2318Hc,2018/10/1,0,0.99,0.00999999,0.00914404
S2318Hc,2018/11/1,0.58,0.03,0.39,0.00879292
S2318Hc,2018/12/1,0.45,0.54,0.00999999,0.00916531
S2318Hc,2019/1/1,0.99,0,0.00999999,0.00941176
S2318Hc,2019/2/1,0,0,1,0.0123716
S2318Hc,2019/3/1,0.31,0,0.69,0.00620833
S2318Hc,2019/4/1,0,0.67,0.33,0.00572304
S2318Hc,2019/5/1,0,0,1,0.0059232
S2318Hc,2019/6/1,0,0.4,0.6,0.00355392
S2318Hc,2019/7/1,0.16,0.36,0.48,0.00509804
S2318Hc,2019/8/1,0,0.3,0.7,0.00557598
S2318Hc,2019/9/1,0.28,0,0.72,0.00536927
S2318Mc,2018/5/1,0.28,0,0.72,0.00624983
S2318Mc,2018/6/1,0.37,0,0.63,0.00591324
S2318Mc,2018/7/1,0.67,0.03,0.3,0.0043052
S2318Mc,2018/8/1,0,0.43,0.57,0.00459936
S2318Mc,2018/9/1,0,0.68,0.32,0.00496538
S2318Mc,2018/10/1,0.37,0,0.63,0.00487227
S2318Mc,2018/11/1,0.13,0.42,0.45,0.00438899
S2318Mc,2018/12/1,0.42,0.58,5.96046e-08,0.00634026
S2318Mc,2019/1/1,0.53,0,0.47,0.00754258
S2318Mc,2019/2/1,0,0.32,0.68,0.0065854
S2318Mc,2019/3/1,0.07,0,0.93,0.00220663
S2318Mc,2019/4/1,0.1,0.18,0.72,0.00299077
S2318Mc,2019/5/1,0.32,0.42,0.26,0.00249415
S2318Mc,2019/6/1,0.26,0,0.74,0.00277894
S2318Mc,2019/7/1,0,0.49,0.51,0.00304101
S2318Mc,2019/8/1,0,0.11,0.89,0.00331052
S2318Mc,2019/9/1,0.01,0.51,0.48,0.00243383
S2319Hc,2018/5/1,0,0,1,0
S2319Hc,2018/6/1,0.99,0,0.00999999,0.00640464
S2319Hc,2018/7/1,0.99,0,0.00999999,0.00640464
S2319Hc,2018/8/1,0,0,1,0.00280112
S2319Hc,2018/9/1,0,0.99,0.00999999,0.00326798
S2319Hc,2018/10/1,0.7,0.3,0,0
S2319Hc,2018/11/1,0.54,0,0.46,0.000756661
S2319Hc,2018/12/1,0,0,1,0.00175071
S2319Hc,2019/1/1,0.35,0.48,0.17,0.00455201
S2319Hc,2019/2/1,0.99,0,0.00999999,0.00429972
S2319Hc,2019/3/1,0,0,1,0.00332634
S2319Hc,2019/4/1,0.13,0.48,0.39,0.0028168
S2319Hc,2019/5/1,0.7,0.3,0,0.0019938
S2319Hc,2019/6/1,0,0.6,0.4,0.0046294
S2319Hc,2019/7/1,0,0.05,0.95,0.00297808
S2319Hc,2019/8/1,0.23,0.76,0.00999999,0.00309492
S2319Hc,2019/9/1,0.7,0.3,0,0.00303512
S2319HSt,2018/5/1,0,0,1,0
S2319HSt,2018/6/1,0,0,1,0
S2319HSt,2018/7/1,0,0,1,0
S2319HSt,2018/8/1,0,0,1,0
S2319HSt,2018/9/1,0,0,1,0
S2319HSt,2018/10/1,0,0,1,0
S2319HSt,2018/11/1,0.99,0,0.00999999,0.00759783
S2319HSt,2018/12/1,0,0,1,0.00703773
S2319HSt,2019/1/1,0.49,0,0.51,0.00450006
S2319HSt,2019/2/1,0.65,0.35,2.98023e-08,0.00465949
S2319HSt,2019/3/1,0,0.03,0.97,0.00164581
S2319HSt,2019/4/1,0,0.42,0.58,0.00207273
S2319HSt,2019/5/1,0,0.2,0.8,0.001823
S2319HSt,2019/6/1,0.54,0.13,0.33,0.000913998
S2319HSt,2019/7/1,0.35,0.12,0.53,0.00125008
S2319HSt,2019/8/1,0,0,1,0.00134975
S2319HSt,2019/9/1,0.01,0.31,0.68,0.00151842
S2415Hb,2018/5/1,0,0,1,0.0104609
S2415Hb,2018/6/1,0,0,1,0.00745161
S2415Hb,2018/7/1,0,0.99,0.00999999,0.007204
S2415Hb,2018/8/1,0.57,0.38,0.05,0.00620468
S2415Hb,2018/9/1,0.79,0,0.21,0.00693353
S2415Hb,2018/10/1,0.67,0,0.33,0.00648983
S2415Hb,2018/11/1,0.29,0.7,0.0100001,0.0065787
S2415Hb,2018/12/1,0.26,0,0.74,0.00793087
S2415Hb,2019/1/1,0,0,1,0.0108569
S2415Hb,2019/2/1,0,0.99,0.00999999,0.0112925
S2415Hb,2019/3/1,0.91,0.01,0.08,0.00675653
S2415Hb,2019/4/1,0.99,0,0.00999999,0.0110539
S2415Hb,2019/5/1,0.05,0,0.95,0.00755516
S2415Hb,2019/6/1,0,0.2,0.8,0.00171569
S2415Hb,2019/7/1,0,0.99,0.00999999,0.00249526
S2415Hb,2019/8/1,0.8,0,0.2,0.00383986
S2415Hb,2019/9/1,0,0.04,0.96,0.00459559
S2417DGb,2018/5/1,0,0.99,0.00999999,0.00900326
S2417DGb,2018/6/1,0.02,0,0.98,0.00208259
S2417DGb,2018/7/1,0,0.67,0.33,0.002158
S2417DGb,2018/8/1,0.56,0.18,0.26,0.0013447
S2417DGb,2018/9/1,0.36,0.3,0.34,0.00143568
S2417DGb,2018/10/1,0.04,0,0.96,0.00147059
S2417DGb,2018/11/1,0,0.32,0.68,0.00434417
S2417DGb,2018/12/1,0.94,0,0.06,0.00222915
S2417DGb,2019/1/1,0.78,0.22,2.98023e-08,0.00137715
S2417DGb,2019/2/1,0.75,0,0.25,0.00253232
S2417DGb,2019/3/1,0,0.52,0.48,0.00219151
S2417DGb,2019/4/1,0.33,0.47,0.2,0.00499021
S2417DGb,2019/5/1,0.65,0.1,0.25,0.00415255
S2417DGb,2019/6/1,0.12,0,0.88,0.00224068
S2417DGb,2019/7/1,0.17,0.77,0.06,0.00200181
S2417DGb,2019/8/1,0.18,0.54,0.28,0.00198094
S2417DGb,2019/9/1,0.67,0,0.33,0.00159502
S2418HNt,2018/5/1,0.99,0,0.00999999,0.00976533
S2418HNt,2018/6/1,0,0,1,0.00490196
S2418HNt,2018/7/1,0.22,0.63,0.15,0.00222058
S2418HNt,2018/8/1,0.92,0.07,0.00999998,0.00308026
S2418HNt,2018/9/1,0.07,0.06,0.87,0.00505395
S2418HNt,2018/10/1,0.23,0,0.77,0.00386799
S2418HNt,2018/11/1,0,0.38,0.62,0.0035294
S2418HNt,2018/12/1,0,0,1,0.00475167
S2418HNt,2019/1/1,0.15,0.84,0.0100001,0.00375462
S2418HNt,2019/2/1,0.99,0,0.00999999,0.00574795
S2418HNt,2019/3/1,0,0,1,0.00447071
S2418HNt,2019/4/1,0,0.82,0.18,0.00849349
S2418HNt,2019/5/1,0.39,0.31,0.3,0.00930215
S2418HNt,2019/6/1,0,0.18,0.82,0.00438743
S2418HNt,2019/7/1,0.28,0.14,0.58,0.00265683
