frequency,fdate,Model,WXID
2,2019/6,U2717Dt,762442
5,2019/7,U2717Dt,771030
4,2019/7,P2414Hb,773381
6,2019/8,U2717Dt,779147
4,2019/9,U2717Dt,792751
4,2019/1,U2717Dt,725481
5,2019/1,U2717Dt,725531
2,2019/1,SE2219Hf,728096
3,2019/3,P2414Hb,739871
2,2019/4,U2717Dt,745730
1,2019/4,U2717Dt,748195
4,2019/5,P2317Hb,756376
5,2019/6,P2417Hb,761899
3,2019/7,SE2219Hf,775903
5,2019/9,U2717Dt,792322
6,2019/9,U2414Hb,786542
3,2019/9,SE2219Hf,789464
3,2019/9,S2718Dt,792558
3,2019/9,U2717Dt,792601
5,2019/9,U2717Dt,789800
4,2019/9,S2718Dt,793458
4,2019/9,P2317Hb,787392
5,2019/9,E2417Hb,793551
2,2019/1,U2414Hb,729418
2,2019/1,P2414Hb,731647
2,2019/2,S2218Hc,734448
1,2019/9,D2720DSt,789450
3,2019/9,P2417Hb,789007
4,2019/9,P2417Hb,791772
2,2019/1,SE2416HMc,730697
5,2019/6,S2316Mc,762485
4,2019/6,SE2416HMc,762492
4,2019/7,P1917Sc,773431
4,2019/8,SE2416HMc,779104
4,2019/8,P2417Hb,779211
2,2019/9,SE2416HMc,790293
5,2019/9,P2417Hb,790336
2,2019/1,P2417Hb,725417
1,2019/1,E2214HVb,730904
2,2019/3,SE2419Hf,742965
5,2019/5,SE2416HMc,759184
3,2019/7,SE2416HMc,770187
2,2019/7,SE2419Hf,770237
1,2019/9,D2720DSt,790643
2,2019/8,SE2416HMc,778718
4,2019/8,SE2416HMc,778754
2,2019/8,E177FPc,778804
3,2019/9,SE2416HMc,786342
4,2019/9,P2417Hb,789257
3,2019/9,SE2416HMc,789307
1,2019/9,D2720DSt,788159
2,2019/9,P2217c,792715
2,2019/9,SE2416HMc,793008
5,2019/9,P2417Hb,793408
3,2019/9,SE2419Hf,790436
3,2019/9,SE2416HMc,793544
3,2019/1,P2417Hb,731783
4,2019/1,P2417Hb,731790
2,2019/3,S2316Mc,742722
5,2019/4,P2417Hb,745544
2,2019/4,SE2416HMc,750660
1,2019/5,SE2416HMc,750660
5,2019/5,S2316Mc,758312
2,2019/6,SE2419Hf,763192
1,2019/9,D2720DSt,793139
6,2019/9,P2417Hb,793794
1,2019/4,SE2717Hc,743377
2,2019/4,U2518Dt,746036
1,2019/4,P2419Hb,746150
4,2019/4,U2518Dt,746185
2,2019/4,U2518Dt,749461
2,2019/4,SE2717Hc,751566
2,2019/9,SE2216Hf,789507
3,2019/9,U2518Dt,789514
3,2019/9,P2419Hb,789550
3,2019/9,E2418HNb,789593
3,2019/9,U2518Dt,792658
2,2019/9,P2419Hb,789793
2,2019/9,U2518Dt,789993
2,2019/9,SE2216Hf,790000
2,2019/9,U2518Dt,793108
4,2019/9,U2518Dt,793208
3,2019/9,U2518Dt,793251
3,2019/9,U2412Mc,793401
1,2019/9,SE2717Hc,793444
5,2019/9,U2518Dt,793694
2,2019/1,U2518Dt,726853
2,2019/1,SE2717Hc,731697
1,2019/2,P2419Hb,734491
6,2019/2,U2412Mc,734541
2,2019/3,U2518Dt,737356
2,2019/3,U2518Dt,740157
1,2019/3,SE2717Hc,742822
3,2019/4,SE2717Hc,742822
2,2019/3,U2518Dt,742886
3,2019/3,U2518Dt,742915
4,2019/4,U2518Dt,745444
2,2019/4,U2518Dt,748445
4,2019/5,E2418HNb,758362
2,2019/6,U2518Dt,763135
5,2019/7,U2518Dt,771173
3,2019/7,U2518Dt,771216
3,2019/7,U2518Dt,773531
3,2019/7,U2518Dt,773545
4,2019/8,U2412Mc,782069
4,2019/8,P2418HTt,782119
6,2019/8,U2518Dt,782162
1,2019/8,AW2518HFb,783296
2,2019/8,AW2518HFb,783352
5,2019/4,U2417Ht,750537
3,2019/4,U2718Qb,750554
3,2019/4,U2417Ht,750571
1,2019/9,U2417Ht,750571
4,2019/4,U2417Ht,750605
4,2019/5,U2417Ht,758225
3,2019/6,U2417Ht,760867
3,2019/6,U2419HSt,760884
3,2019/6,U2417Ht,760901
3,2019/7,U2417Ht,760901
3,2019/6,U2417Ht,760952
5,2019/6,U2417Ht,763088
2,2019/6,U2414Hb,763105
5,2019/6,S2719DGFc,763139
1,2019/6,U2718Qb,763207
2,2019/7,U2718Qb,763207
7,2019/6,U2417Ht,763271
5,2019/7,U2718Qb,771146
3,2019/7,U2417Ht,771176
2,2019/7,U2419HSt,771193
2,2019/7,U2419HSt,771261
6,2019/7,U2417Ht,773503
2,2019/7,U2417Ht,773533
3,2019/7,U2417Ht,773618
4,2019/7,U2417Ht,773635
4,2019/8,U2718Qb,782008
4,2019/8,U2414Hb,782110
4,2019/8,U2718Qb,784884
3,2019/8,U2718Qb,784901
4,2019/8,P2217Hb,784931
3,2019/8,U2417Ht,784965
2,2019/8,U2718Qb,784982
5,2019/8,U2417Ht,784999
3,2019/1,E2216HVf,729522
1,2019/1,U2718Qb,731630
2,2019/6,U2718Qb,731630
5,2019/1,U2417Ht,731679
3,2019/9,U2417Ht,789590
2,2019/3,S2419HGFc,734497
1,2019/2,S2419HGFc,734497
4,2019/3,U2417Ht,737173
2,2019/3,S2419HGFc,737348
2,2019/4,S2419HGFc,748346
5,2019/6,U2417Ht,763211
4,2019/6,S2316Hc,763254
2,2019/9,S2419HGFc,790717
3,2019/8,U2417Ht,781552
4,2019/8,P2719Ht,781586
5,2019/8,UP2716Dt,781609
3,2019/9,P2719Ht,789667
6,2019/9,S2316Hc,792977
6,2019/9,U2417Ht,793018
4,2019/2,P2719Ht,734558
2,2019/3,U2417Ht,737223
2,2019/7,S2419HGFc,773521
2,2019/7,P2719Ht,773555
3,2019/9,P2719Ht,790343
1,2019/3,E1916Hf,742977
1,2019/4,E1916Hf,742977
1,2019/6,E1916Hf,734806
3,2019/1,U2417Ht,725424
5,2019/3,U2417Ht,739714
3,2019/3,P2719Ht,739764
4,2019/4,U2417Ht,748159
1,2019/6,P2719Ht,767672
1,2019/7,P2719Ht,767672
1,2019/9,P2719Ht,793044
5,2019/5,S2316Hc,758262
5,2019/6,P2719Ht,760870
3,2019/6,S2316Hc,760906
3,2019/6,UP2716Dt,763242
2,2019/8,P3418HWf,784977
5,2019/3,U2417Ht,739954
3,2019/1,E2016t,730828
1,2019/5,S2419HGFc,752220
1,2019/4,S2419HGFc,752220
4,2019/5,U2417Ht,754160
3,2019/6,SE2018HV,756476
1,2019/5,SE2018HV,756476
4,2019/5,P2319Hc,759248
2,2019/6,SE2416Hc,764514
2,2019/6,SE2416Hc,764521
4,2019/6,SP2418Hb,767529
2,2019/7,U2415b,773138
4,2019/8,U2415b,784234
4,2019/9,P2219Hb,786399
1,2019/9,SE2416Hc,789600
3,2019/9,U2719Dt,792615
4,2019/9,SE2416Hc,789750
2,2019/9,SE2719Hf,793094
2,2019/9,SE2416Hc,790386
6,2019/9,SP2418Hb,793508
2,2019/9,SE1918HVf,793594
3,2019/4,SE2416Hc,689099
1,2019/1,E2318HNf,726753
8,2019/7,E2318HNf,726753
1,2019/1,SE2416Hc,726846
2,2019/5,SE2416Hc,726846
2,2019/1,S2715Ht,731633
2,2019/8,AW2518HFb,783592
4,2019/3,S2418HNt,737299
2,2019/3,U2415b,740107
5,2019/3,SE2416Hc,742729
3,2019/3,SE2018HV,742779
2,2019/6,P2314Ht,760920
3,2019/7,S2418HNt,773495
2,2019/8,AW2518HFb,783594
3,2019/8,P2219Hb,782005
2,2019/9,SE2416Hc,790693
2,2019/9,SE2416Hc,793737
2,2019/9,SE2416Hc,793851
2,2019/7,U2719Dt,774441
5,2019/8,SE2018HV,777083
1,2019/8,SE2416Hc,779662
1,2019/9,SE2416Hc,779662
2,2019/8,SE2719Hf,782597
1,2019/8,E2318HNf,785478
2,2019/9,SE2416Hc,791153
2,2019/1,SE2416Hc,726552
4,2019/9,UP2516Dt,792994
2,2019/9,SE2417HGc,793151
2,2019/7,E2016Hb,769754
1,2019/9,SE2417HGc,787378
2,2019/9,SE2417HGc,790443
2,2019/1,SE2417HGc,653996
3,2019/5,SE2417HGc,660012
2,2019/1,SE2417HGc,726910
3,2019/1,E2316Hf,729425
4,2019/1,U2414Hb,729575
2,2019/1,AW3418DWb,731776
3,2019/2,SE2417HGc,734498
4,2019/3,U2414Hb,742872
2,2019/4,SE2417HGc,748338
2,2019/4,SE2417HGc,748388
2,2019/4,SE2417HGc,750667
1,2019/5,SE2417HGc,758248
1,2019/7,U3419Wb,771223
2,2019/7,SE2417HGc,771273
2,2019/7,P2415Qb,773638
1,2019/8,SE2417HGc,782012
4,2019/8,P1917Sc,785027
1,2019/9,P1917Sc,785027
2,2019/9,SE2417HGc,787778
2,2019/9,SE2417HGc,790600
2,2019/6,SE2417HGc,764022
3,2019/6,P2717Ht,766855
3,2019/7,P2717Ht,766855
1,2019/6,SE2417HGc,766987
2,2019/7,SE2417HGc,769727
5,2019/7,P2415Qb,769804
3,2019/7,E2316Hf,772242
1,2019/2,S2719DGFc,731693
1,2019/1,S2719DGFc,731693
2,2019/2,U2417Ht,734451
2,2019/2,U2417Ht,734452
2,2019/2,U2718Qb,734587
1,2019/6,U2718Qb,734587
4,2019/2,U2417Ht,734588
6,2019/3,U2417Ht,737209
5,2019/3,U2417Ht,737259
2,2019/3,E2216HVf,737260
2,2019/3,U2718Qb,737309
3,2019/3,U2417Ht,740103
3,2019/3,U2417Ht,742726
2,2019/3,U2718Qb,742776
2,2019/3,U2718Qb,742826
1,2019/3,U2414Hb,742876
4,2019/6,U2414Hb,742876
6,2019/3,U2417Ht,742925
3,2019/3,U2417Ht,742926
3,2019/4,U2417Ht,745483
2,2019/4,U2417Ht,745598
5,2019/4,U2417Ht,748292
4,2019/4,U2419HSt,748342
3,2019/4,U2417Ht,748392
5,2019/5,U2718Qb,758252
5,2019/5,E2216HVf,758302
2,2019/5,U2419HSt,758366
7,2019/6,U2417Ht,760873
5,2019/6,U2718Qb,760909
5,2019/6,E2216HVf,760973
5,2019/7,U2417Ht,771169
4,2019/7,U2417Ht,771170
3,2019/7,E2216HVf,773642
3,2019/8,E2216HVf,782116
5,2019/8,AW3418HWb,782165
2,2019/1,U2518Dt,728483
2,2019/1,U2412Mc,728556
2,2019/1,U2518Dt,728581
1,2019/1,P2418HTt,731389
1,2019/2,P2418HTt,731389
1,2019/2,P2416Db,734163
1,2019/7,P2416Db,734163
2,2019/2,U2518Dt,736537
3,2019/2,U2518Dt,736571
4,2019/2,U2518Dt,736605
2,2019/3,U2518Dt,738745
2,2019/3,P2419Hb,738784
2,2019/3,SE2216Hf,741787
5,2019/3,U2518Dt,741851
2,2019/3,U2518Dt,744098
1,2019/4,U2518Dt,744098
1,2019/3,U2518Dt,744259
1,2019/4,U2518Dt,744259
6,2019/4,SE2416HMc,746897
2,2019/4,U2518Dt,746901
2,2019/4,U2518Dt,746906
3,2019/4,SE2717Hc,746931
2,2019/4,U2518Dt,749012
4,2019/4,SE2416HMc,749114
2,2019/5,U2518Dt,759674
3,2019/5,P2419Hb,759835
6,2019/6,U2518Dt,762073
4,2019/6,U2518Dt,762107
5,2019/6,SE2717Hc,765124
4,2019/6,P2419Hb,765217
4,2019/6,P2419Hb,767230
3,2019/8,SE2216Hf,777692
4,2019/8,E2418HNb,779823
2,2019/8,U2518Dt,782465
2,2019/8,SE2216Hf,785312
2,2019/8,U2518Dt,785346
2,2019/9,U2518Dt,788188
5,2019/9,P2419Hb,788222
4,2019/9,P2419Hb,791957
2,2019/9,P2418HTt,791966
4,2019/9,SE2216Hf,665550
2,2019/7,P2416Db,689282
3,2019/1,E2418HNb,725071
2,2019/1,SE2717Hc,727922
2,2019/1,P2419Hb,730696
2,2019/6,U2417Ht,767898
2,2019/7,U2417Ht,767898
5,2019/8,U2417Ht,781227
2,2019/8,P2719Ht,783631
2,2019/3,P2719Ht,737775
1,2019/7,P2719Ht,768000
2,2019/8,S2316Hc,781270
4,2019/2,U2417Ht,735444
3,2019/3,U2417Ht,737984
4,2019/4,P3418HWf,748744
4,2019/5,P4317Qc,753190
3,2019/5,P2719Ht,755623
4,2019/8,U2417Ht,779462
1,2019/2,S2316Hc,734899
3,2019/2,P2719Ht,734967
4,2019/6,U2417Ht,761414
5,2019/7,U2417Ht,769234
4,2019/7,E2016t,771589
3,2019/9,U2417Ht,666018
4,2019/1,U2417Ht,727347
1,2019/1,P3418HWf,727411
1,2019/2,P3418HWf,727411
2,2019/4,S2419HGFc,749539
1,2019/7,P2719Ht,768323
2,2019/9,E2016t,788752
4,2019/1,U2417Ht,725675
2,2019/1,E1916Hf,724174
2,2019/4,S2419HGFc,751811
3,2019/5,UP2716Dt,755457
3,2019/7,UP2716Dt,771978
2,2019/9,P2719Ht,790051
2,2019/2,P2719Ht,733729
2,2019/3,UP2716Dt,742153
4,2019/6,U2417Ht,764281
6,2019/8,U2417Ht,777751
3,2019/3,P2719Ht,741962
2,2019/4,S2419HGFc,744902
3,2019/4,P2719Ht,752356
2,2019/1,SE2018HV,726650
2,2019/1,UP2516Dt,732466
2,2019/2,U2415b,735712
4,2019/2,P2314Ht,735737
1,2019/3,U2415b,738516
1,2019/5,U2415b,738516
2,2019/3,SE2719Hf,738584
2,2019/4,SE2719Hf,744770
2,2019/4,SE2416Hc,747876
2,2019/4,U2415b,747901
3,2019/6,U2719Dt,761512
1,2019/6,SE2719Hf,761546
1,2019/6,SE2416Hc,761580
2,2019/6,SE2416Hc,761605
4,2019/6,SE1918HVf,764111
4,2019/6,P2219Hb,766953
3,2019/7,SE2018HV,769795
4,2019/8,S2418HNt,783167
6,2019/8,U2719Dt,783172
2,2019/8,SE1918HVf,785805
3,2019/9,SE1918HVf,785805
3,2019/9,S2418HNt,788647
1,2019/8,AW2518HFb,783604
3,2019/1,U2413f,728649
4,2019/1,S2318Hc,731296
1,2019/1,SE2018HV,731325
1,2019/3,SE2018HV,731325
2,2019/8,AW2518HFb,783958
2,2019/2,P2314Ht,736469
5,2019/2,SP2418Hb,736478
2,2019/2,SE2416Hc,736546
2,2019/3,SE2018HV,738843
2,2019/3,SE2416Hc,744123
2,2019/3,SE2416Hc,744132
2,2019/3,SE2719Hf,744200
3,2019/4,SE2416Hc,749071
4,2019/5,SE2719Hf,759669
4,2019/6,U2719Dt,762175
1,2019/6,SE2416Hc,765149
5,2019/8,SE2416Hc,765149
4,2019/7,SE2018HV,769370
3,2019/8,P2219Hb,779921
7,2019/8,SP2418Hb,782504
1,2019/8,SE2417HGc,777556
4,2019/8,P1917Sc,780534
1,2019/9,P2717Ht,785814
1,2019/8,P2717Ht,785814
1,2019/9,E2016Hb,784890
1,2019/9,SE2417HGc,791621
3,2019/7,SE2417HGc,687469
2,2019/1,E2316Hf,725850
2,2019/1,SE2417HGc,728492
2,2019/1,SE2417HGc,728624
2,2019/8,SE2417HGc,734240
1,2019/2,SE2417HGc,734240
1,2019/3,SE2417HGc,738809
1,2019/9,SE2417HGc,738809
3,2019/3,UP2516Dt,738886
8,2019/3,P2415Qb,741817
2,2019/5,SE2417HGc,759733
2,2019/5,SE2417HGc,759742
4,2019/6,P2415Qb,762005
2,2019/6,AW3418DWb,762014
4,2019/6,SE2417HGc,762039
2,2019/8,SE2417HGc,777581
1,2019/8,P2419HCb,779866
3,2019/8,SE2417HGc,785278
2,2019/8,UP3218Kt,785405
2,2019/9,SE2417HGc,791396
1,2019/1,D3217Ho,732291
2,2019/9,U3419Wb,792021
3,2019/8,U2414Hb,784923
3,2019/8,E2216HVf,784924
3,2019/8,U2417Ht,784959
3,2019/8,U2417Ht,784973
4,2019/8,U2718Qb,784974
3,2019/8,U2417Ht,785009
3,2019/8,E2216HVf,785059
2,2019/9,U2718Qb,787632
6,2019/9,U2417Ht,787717
6,2019/9,U2417Ht,787731
5,2019/9,U2417Ht,787732
2,2019/9,U2417Ht,790589
3,2019/9,U2419HSt,790590
5,2019/9,U2417Ht,793747
5,2019/9,U2417Ht,793748
1,2019/9,U2417Ht,793797
1,2019/9,U2718Qb,793848
2,2019/9,U2417Ht,793883
3,2019/9,U2718Qb,788414
2,2019/9,U2718Qb,791186
2,2019/9,U2419HSt,791222
2,2019/9,U2419HSt,791279
5,2019/9,U2417Ht,791322
2,2019/6,U2414Hb,671351
3,2019/4,S2718HNc,692314
5,2019/6,U2414Hb,723759
1,2019/9,U2414Hb,723759
2,2019/1,U2417Ht,726560
3,2019/1,U2718Qb,729675
2,2019/1,U2417Ht,729711
5,2019/1,U2417Ht,732376
4,2019/6,U2414Hb,732483
3,2019/1,U2414Hb,732483
3,2019/2,U2718Qb,735591
1,2019/2,U2419HSt,735620
1,2019/3,U2419HSt,735620
1,2019/2,U2718Qb,735720
1,2019/6,U2718Qb,735720
3,2019/2,U2417Ht,735727
3,2019/2,U2417Ht,735734
4,2019/3,U2414Hb,738499
4,2019/3,U2718Qb,738549
1,2019/3,E2216HVf,738692
2,2019/3,U2417Ht,741550
2,2019/4,U2417Ht,744651
2,2019/4,U2417Ht,744744
2,2019/4,U2419HSt,744751
2,2019/4,U2419HSt,744758
2,2019/4,U2417Ht,744837
2,2019/4,U2718Qb,747752
3,2019/6,U2718Qb,747752
5,2019/4,U2417Ht,747759
2,2019/4,U2417Ht,747809
2,2019/4,U2718Qb,747852
2,2019/5,U2417Ht,756026
2,2019/5,U2419HSt,756047
3,2019/5,S2719DGFc,756076
6,2019/5,U2417Ht,758705
4,2019/5,U2718Qb,758855
2,2019/6,U2417Ht,761599
2,2019/6,U2417Ht,764021
3,2019/6,S2719DGFc,764028
4,2019/6,U2417Ht,766872
5,2019/6,U2417Ht,766922
4,2019/6,U2417Ht,766979
5,2019/7,U2417Ht,769780
3,2019/7,U2417Ht,769787
4,2019/7,U2718Qb,772252
4,2019/7,U2718Qb,772259
5,2019/7,U2417Ht,772345
2,2019/7,U2718Qb,772359
5,2019/7,U2417Ht,774817
3,2019/8,U2417Ht,777389
2,2019/8,U2718Qb,777432
6,2019/8,U2417Ht,777439
4,2019/8,U2417Ht,777568
2,2019/8,E2216HVf,780390
5,2019/8,U2417Ht,780433
2,2019/2,SE2717Hc,733270
5,2019/2,U2518Dt,735776
1,2019/3,SE2216Hf,738107
2,2019/3,U2412Mc,744268
2,2019/4,U2412Mc,744268
2,2019/4,SE2216Hf,747267
5,2019/5,P2419Hb,754385
4,2019/5,SE2416HMc,759533
2,2019/6,U2412Mc,762477
2,2019/6,U2518Dt,765490
2,2019/6,U2518Dt,765583
3,2019/6,U2518Dt,765592
6,2019/7,U2518Dt,768123
4,2019/7,U2518Dt,770999
4,2019/7,P2419Hb,773378
4,2019/7,P2419Hb,776147
5,2019/7,P2715Qt,776181
2,2019/8,U2518Dt,779228
2,2019/8,U2518Dt,782197
2,2019/8,SE2216Hf,782206
2,2019/8,UP3216Qt,782338
3,2019/8,P2419Hb,784678
2,2019/8,SE2216Hf,784703
5,2019/9,P2419Hb,787443
2,2019/9,P2419Hb,787511
4,2019/9,SE2416HMc,787579
3,2019/9,E2418HNb,792757
1,2019/9,SE2216Hf,682521
1,2019/1,P2419Hb,728147
2,2019/1,U2518Dt,728181
3,2019/1,U2518Dt,730896
5,2019/1,P2419Hb,730930
4,2019/1,U2518Dt,730955
2,2019/6,SE2216Hf,763138
3,2019/6,U2412Mc,763274
2,2019/7,U2518Dt,771262
2,2019/8,AW2518HFb,783984
2,2019/8,AW2518HFb,783970
2,2019/8,U2518Dt,782158
3,2019/9,U2518Dt,787625
2,2019/9,SE2216Hf,790648
2,2019/9,SE2416HMc,793775
2,2019/9,P2419Hb,793839
3,2019/2,S2418Ht,735577
3,2019/2,U2715Hc,735634
2,2019/8,S2418Ht,785749
2,2019/9,S2418Ht,785749
3,2019/1,S2316Hc,725781
2,2019/3,U2715Hc,741743
3,2019/8,UP2516Dt,777632
1,2019/1,S2418Ht,731497
5,2019/3,U2715Hc,738249
2,2019/8,U2715Hc,779154
3,2019/1,SE2216Hf,656218
2,2019/9,SE2216Hf,786456
3,2019/9,U2715Hc,793494
2,2019/7,UP2516Dt,773574
3,2019/9,UP2516Dt,787678
1,2019/5,SE2216Hf,682935
4,2019/1,U2715Hc,729029
1,2019/3,E2016Hb,744458
1,2019/4,E2016Hb,744458
2,2019/8,E2016Hb,780466
3,2019/3,U2715Hc,743603
2,2019/1,E2016Hb,731925
1,2019/6,SE2216Hf,718484
2,2019/6,U2515Hc,761849
4,2019/6,S2318Mc,761856
3,2019/6,E2417Hb,761949
3,2019/6,E2316Hf,767572
2,2019/7,E2417Hb,770087
4,2019/7,E2316Hf,770173
3,2019/7,E2316Hf,770180
5,2019/7,U2515Hc,773038
3,2019/8,E2417Hb,781476
4,2019/8,U2515Hc,784184
2,2019/9,S2419Hc,789364
4,2019/9,E2417Hb,789607
3,2019/9,E2417Hb,792608
4,2019/9,E2417Hb,792665
3,2019/1,E2417Hb,726817
2,2019/3,S2419Hc,740171
3,2019/4,E2417Hb,745430
3,2019/4,E2417Hb,745437
5,2019/6,E2316Hf,760863
3,2019/6,E2316Hf,760877
2,2019/8,C8618QTt,763185
1,2019/6,C8618QTt,763185
2,2019/9,E2417Hb,787728
3,2019/9,E2417Hb,790736
3,2019/9,E2417Hb,793744
1,2019/9,P2018Hc,793801
3,2019/6,E2316Hf,767533
2,2019/6,S2318Mc,767667
3,2019/7,S2318Mc,767667
2,2019/7,E2316Hf,770075
4,2019/7,U2515Hc,772983
2,2019/8,S2419Hc,778714
6,2019/8,E2417Hb,778816
4,2019/9,U2515Hc,789261
5,2019/9,U2515Hc,789612
4,2019/9,E2417Hb,793220
3,2019/9,E2417Hb,793290
4,2019/9,S2318Mc,787340
2,2019/9,U2415b,788145
6,2019/9,SE2018HV,788281
4,2019/9,SE2018HV,788320
2,2019/9,SE2719Hf,788720
1,2019/9,SE2416Hc,788847
3,2019/4,SE2416Hc,691788
1,2019/1,U2415b,700437
3,2019/5,SE2416Hc,705385
1,2019/1,SE2018HV,725105
2,2019/1,SE2719Hf,728049
2,2019/2,SP2418Hb,733202
3,2019/3,SE1918HVf,738116
3,2019/3,SE2719Hf,738150
4,2019/3,P2314Ht,741290
1,2019/3,P2314Ht,744468
4,2019/4,P2314Ht,744468
3,2019/5,SE2719Hf,754462
2,2019/5,SE2719Hf,754530
1,2019/7,SE2416Hc,773446
1,2019/9,SE2416Hc,773446
5,2019/7,P2314Ht,773480
2,2019/8,U2415b,782202
2,2019/8,SE2719Hf,782270
1,2019/9,SE2416Hc,787520
3,2019/9,SE2719Hf,790260
2,2019/9,SE2416Hc,790294
1,2019/1,E2318HNf,725514
1,2019/7,E2318HNf,725514
2,2019/1,SE2416Hc,728156
2,2019/8,P2314Ht,785432
2,2019/1,SE2018HV,727993
2,2019/1,SE2018HV,728044
5,2019/3,P2319Hc,738138
1,2019/8,AW2518HFb,784158
3,2019/5,SE2416Hc,756722
5,2019/5,P2219Hb,756771
7,2019/5,S2418HNt,759494
3,2019/5,SE2416Hc,759630
2,2019/6,SE2018HV,762438
4,2019/7,P2219Hb,768118
3,2019/7,SP2418Hb,770977
1,2019/6,U3219Qb,759491
2,2019/5,U3219Qb,759491
2,2019/5,S2319HSt,759591
1,2019/8,U3219Qb,768165
2,2019/7,E2219HNo,771116
2,2019/8,S2319HSt,784720
2,2019/3,U2414Hb,677067
3,2019/1,E2219HNo,725367
4,2019/3,U2414Hb,739771
2,2019/3,U2414Hb,743029
4,2019/3,SE2216HVf,743079
2,2019/3,U3417Wb,743115
4,2019/6,E2219HNo,767579
2,2019/7,E2014Hf,775946
3,2019/8,E2014Hf,775946
3,2019/9,E2219HNo,792515
3,2019/9,U3219Qb,786649
2,2019/9,S2319HSt,790450
2,2019/9,S2319HSt,790500
2,2019/9,SE2216HVf,793537
4,2019/2,SE2216HVf,734548
2,2019/4,SE2216HVf,745530
4,2019/6,U2414Hb,763092
2,2019/9,S2319HSt,790679
3,2019/9,U2414Hb,790195
4,2019/9,U2414Hb,793405
5,2019/2,U2414Hb,733543
4,2019/2,U2414Hb,733573
2,2019/2,E2219HNo,733624
1,2019/2,U3219Qb,736215
2,2019/3,U3219Qb,736215
5,2019/3,SE2216HVf,739225
4,2019/4,U2414Hb,748534
2,2019/6,S2319HSt,763640
4,2019/8,U2414Hb,785217
3,2019/3,E2219HNo,739610
4,2019/4,S2319HSt,745341
3,2019/4,U3219Qb,750706
1,2019/5,U3219Qb,750706
2,2019/4,S2319HSt,750757
1,2019/7,SE2417HGc,684027
2,2019/1,P2717Ht,725016
2,2019/1,SE2417HGc,727947
1,2019/2,P1914Sf,733163
3,2019/9,AW3418DWb,786076
3,2019/8,AW3418DWb,765037
2,2019/3,SE2417HGc,738277
1,2019/3,U3415Wb,744366
1,2019/4,U3415Wb,744366
1,2019/3,SE2417HGc,744391
1,2019/4,SE2417HGc,744391
1,2019/3,SE2417HGc,744400
1,2019/4,SE2417HGc,744400
2,2019/5,SE2417HGc,759601
1,2019/6,SE2417HGc,762375
2,2019/6,P2415Qb,762507
2,2019/6,P1917Sc,765451
4,2019/7,UP2516Dt,768264
2,2019/7,P2415Qb,773305
5,2019/7,P1917Sc,776045
3,2019/7,SE2417HGc,776122
2,2019/8,AW3418DWb,784835
2,2019/8,U3419Wb,784844
2,2019/3,U2414Hb,598625
2,2019/6,SE2417HGc,661797
2,2019/1,SE2417HGc,725385
3,2019/8,SE2417HGc,725385
1,2019/3,P2717Ht,725536
1,2019/1,P2717Ht,725536
2,2019/1,SE2417HGc,728127
2,2019/1,U2414Hb,730952
2,2019/3,SE2417HGc,742984
1,2019/3,SE2417HGc,743033
2,2019/9,SE2417HGc,743033
2,2019/4,SE2417HGc,745775
2,2019/4,SE2417HGc,745777
4,2019/7,U2414Hb,748200
2,2019/4,U2414Hb,748200
4,2019/5,E2316Hf,756486
1,2019/5,SE2417HGc,759179
1,2019/6,P2717Ht,759196
5,2019/5,P2717Ht,759196
2,2019/5,U3419Wb,759230
2,2019/6,SE2417HGc,764595
3,2019/6,SE2417HGc,764676
3,2019/5,SE2216HVf,756826
3,2019/8,S2417DGb,782305
3,2019/5,S2417DGb,677017
2,2019/5,S2417DGb,687813
6,2019/1,E2216HVf,725467
5,2019/5,SE2216HVf,756519
3,2019/6,S2417DGb,764571
3,2019/8,E2216HVf,784177
2,2019/9,S2719Hc,790400
3,2019/5,S2417DGb,675945
1,2019/7,S2417DGb,701574
1,2019/8,S2417DGb,723959
4,2019/2,E2216HVf,734598
4,2019/3,S2417DGb,740164
2,2019/4,S2417DGb,748395
1,2019/5,S2417DGb,758305
4,2019/6,E2216HVf,760827
5,2019/6,E2216HVf,760970
4,2019/6,E2216HVf,763235
5,2019/9,E2216HVf,793787
4,2019/3,S2719Hc,740946
4,2019/3,SE2216HVf,743920
1,2019/4,SE2216HVf,743920
2,2019/6,S2417DGb,766348
3,2019/6,S2240Tb,766431
1,2019/4,S2417DGb,656329
1,2019/8,S2417DGb,708507
2,2019/8,S2417DGb,718384
2,2019/1,S2719Hc,726472
1,2019/4,E2216HVf,752244
1,2019/5,E2216HVf,752244
6,2019/5,E2216HVf,754080
2,2019/6,S2417DGb,764695
3,2019/7,E2216HVf,775806
2,2019/3,S2417DGb,737638
5,2019/4,E2216HVf,745977
2,2019/6,S2719Hc,764359
3,2019/8,S2417DGb,780288
2,2019/7,S2417DGb,707873
2,2019/8,S2417DGb,721341
3,2019/4,E2216HVf,746577
1,2019/4,E2216HVf,752144
2,2019/6,SE2018HRf,762849
1,2019/2,SE2018HRf,732419
1,2019/1,SE2018HRf,732419
1,2019/4,SE2018HRf,747766
2,2019/5,SE2018HRf,747766
1,2019/6,P2415Qb,764114
2,2019/5,SE2018HRf,746816
1,2019/4,SE2018HRf,746816
1,2019/5,SE2018HRf,746823
3,2019/4,SE2018HRf,746823
4,2019/6,SE2018HRf,767222
